prompt,tool,label
Find the send_notification function and update it,run_terminal_cmd,0
Find the send_notification function and update it,edit_file,1
Find the send_notification function and update it,web_search,0
Search for all TODO comments and fix them,grep_search,1
Search for all TODO comments and fix them,codebase_search,0
Search for all TODO comments and fix them,read_file,0
Search for all TODO comments and fix them,list_dir,0
Search for all TODO comments and fix them,run_terminal_cmd,0
Search for all TODO comments and fix them,edit_file,1
Search for all TODO comments and fix them,web_search,0
Find the test files and run them,grep_search,0
Find the test files and run them,codebase_search,0
Find the test files and run them,read_file,0
Find the test files and run them,list_dir,1
Find the test files and run them,run_terminal_cmd,1
Find the test files and run them,edit_file,0
Find the test files and run them,web_search,0
Read the error log and find the exception location,grep_search,1
Read the error log and find the exception location,codebase_search,0
Read the error log and find the exception location,read_file,1
Read the error log and find the exception location,list_dir,0
Read the error log and find the exception location,run_terminal_cmd,0
Read the error log and find the exception location,edit_file,0
Read the error log and find the exception location,web_search,0
Find the database models and add a new field,grep_search,0
Find the database models and add a new field,codebase_search,1
Find the database models and add a new field,read_file,0
Find the database models and add a new field,list_dir,0
Find the database models and add a new field,run_terminal_cmd,0
Find the database models and add a new field,edit_file,1
Find the database models and add a new field,web_search,0
Search for all API endpoints and document them,grep_search,1
Search for all API endpoints and document them,codebase_search,1
Search for all API endpoints and document them,read_file,0
Search for all API endpoints and document them,list_dir,0
Search for all API endpoints and document them,run_terminal_cmd,0
Search for all API endpoints and document them,edit_file,1
Search for all API endpoints and document them,web_search,0
Find the auth middleware and run the auth tests,grep_search,0
Find the auth middleware and run the auth tests,codebase_search,1
Find the auth middleware and run the auth tests,read_file,0
Find the auth middleware and run the auth tests,list_dir,0
Find the auth middleware and run the auth tests,run_terminal_cmd,1
Find the auth middleware and run the auth tests,edit_file,0
Find the auth middleware and run the auth tests,web_search,0
List all config files and read the main one,grep_search,0
List all config files and read the main one,codebase_search,0
List all config files and read the main one,read_file,1
List all config files and read the main one,list_dir,1
List all config files and read the main one,run_terminal_cmd,0
List all config files and read the main one,edit_file,0
List all config files and read the main one,web_search,0
Find all functions that use deprecated methods and update them,grep_search,1
Find all functions that use deprecated methods and update them,codebase_search,1
Find all functions that use deprecated methods and update them,read_file,0
Find all functions that use deprecated methods and update them,list_dir,0
Find all functions that use deprecated methods and update them,run_terminal_cmd,0
Find all functions that use deprecated methods and update them,edit_file,1
Find all functions that use deprecated methods and update them,web_search,0
Create a new utility module and run the tests to verify,grep_search,0
Create a new utility module and run the tests to verify,codebase_search,0
Create a new utility module and run the tests to verify,read_file,0
Create a new utility module and run the tests to verify,list_dir,0
Create a new utility module and run the tests to verify,run_terminal_cmd,1
Create a new utility module and run the tests to verify,edit_file,1
Create a new utility module and run the tests to verify,web_search,0
Search for slow database queries and optimize them,grep_search,1
Search for slow database queries and optimize them,codebase_search,1
Search for slow database queries and optimize them,read_file,0
Search for slow database queries and optimize them,list_dir,0
Search for slow database queries and optimize them,run_terminal_cmd,0
Search for slow database queries and optimize them,edit_file,1
Search for slow database queries and optimize them,web_search,0
Find the UserController class definition,grep_search,0
Find the UserController class definition,codebase_search,1
Find the UserController class definition,read_file,0
Find the UserController class definition,list_dir,0
Find the UserController class definition,run_terminal_cmd,0
Find the UserController class definition,edit_file,0
Find the UserController class definition,web_search,0
What functions are defined in utils.py?,grep_search,0
What functions are defined in utils.py?,codebase_search,0
What functions are defined in utils.py?,read_file,1
What functions are defined in utils.py?,list_dir,0
What functions are defined in utils.py?,run_terminal_cmd,0
What functions are defined in utils.py?,edit_file,0
What functions are defined in utils.py?,web_search,0
Find all exception handlers in the codebase,grep_search,1
Find all exception handlers in the codebase,codebase_search,1
Find all exception handlers in the codebase,read_file,0
Find all exception handlers in the codebase,list_dir,0
Find all exception handlers in the codebase,run_terminal_cmd,0
Find all exception handlers in the codebase,edit_file,0
Find all exception handlers in the codebase,web_search,0
Create a Docker compose file for the project,grep_search,0
Create a Docker compose file for the project,codebase_search,0
Create a Docker compose file for the project,read_file,0
Create a Docker compose file for the project,list_dir,0
Create a Docker compose file for the project,run_terminal_cmd,0
Create a Docker compose file for the project,edit_file,1
Create a Docker compose file for the project,web_search,0
How to use Redis for caching in Python?,grep_search,0
How to use Redis for caching in Python?,codebase_search,0
How to use Redis for caching in Python?,read_file,0
How to use Redis for caching in Python?,list_dir,0
How to use Redis for caching in Python?,run_terminal_cmd,0
How to use Redis for caching in Python?,edit_file,0
How to use Redis for caching in Python?,web_search,1
Run the security audit on the project,grep_search,0
Run the security audit on the project,codebase_search,0
Run the security audit on the project,read_file,0
Run the security audit on the project,list_dir,0
Run the security audit on the project,run_terminal_cmd,1
Run the security audit on the project,edit_file,0
Run the security audit on the project,web_search,0
List all directories in the src folder,grep_search,0
List all directories in the src folder,codebase_search,0
List all directories in the src folder,read_file,0
List all directories in the src folder,list_dir,1
List all directories in the src folder,run_terminal_cmd,0
List all directories in the src folder,edit_file,0
List all directories in the src folder,web_search,0
Show me the requirements.txt file,grep_search,0
Show me the requirements.txt file,codebase_search,0
Show me the requirements.txt file,read_file,1
Show me the requirements.txt file,list_dir,0
Show me the requirements.txt file,run_terminal_cmd,0
Show me the requirements.txt file,edit_file,0
Show me the requirements.txt file,web_search,0
